,Unnamed: 0,Question,Answer
186,192,where my car parts @ ,Let's see what is going on. Click the link to DM us your track # so we can assist. .K.
187,193,"Service to Puerto Rico is below mediocre. Package clearly states TOWER 2 &amp; all my packages consistently go to Tower 1. It's not rocket science. Been happening way before hurricane. Also, 2nd day air apparently really means 5 days. #noexcuse #mediocrity #lazydrivers","I am sorry that your package are getting delivered incorrectly. I would like to get this to forward to our local office to get it handled for you. Can you please DM us the tracking number, name, address and best contact number for you. v"
188,194,sigh my blizzcon goody bag that my friend bought me came but decided to toss it over my gate and my dog got to it and destroyed it ,I'm sorry that happened. Can you please DM me your tracking number?
189,195,can u tell me why u cannot deliver a parcel in the day,"Please reach out in a DM with your tracking number, phone number, and your full address."
190,196,"Okay , where are you with my perishable UPS 2nd Day Air delivery? I've been waiting all day now. Yes, I know it was ""Out For Delivery Today"" at 10:33am but it's 7:40pm now ",thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
191,197,Keeping the business in the family. #ups #halloween #fatherandson,We absolutely love this photo!
192,198,"No, I have not sent the package yet. I wanted to know which is the address that I should enter in google store to get there. And I would also like to know, what is the cost of the service.","Can you click the link to DM us more information in regards to the address and also where the package is shipping from going too, the weight and dimensions of the package. .K."
193,199,i need help. I need to know if they can receive a package sent from Google Store?,Please DM the tracking number if you would like my team to take a look.
194,200,can someone help me &amp; tell me when my package will be delivered . It was supposed to be delivered yesterday .,Please DM the tracking number. We will check the tracking details for you.
195,201,"Tell me , what part of coming back to Washington before being delivered to Iowa seemed like normal to you?","I am sorry that this happened. If there is something that we can assist you with, click the link to DM us your tracking number, phone number and address. .K."
196,202,New flag pole came all bent up. Thx &amp; #americanflagsexpress !!,I am sorry your package arrived damaged. Please DM the tracking number and contact number.
197,203,thanks for hanging up on me after I had been on hold waiting to talk to a supervisor for over 90 minutes!,"I am sorry that this happened. If there is something that we can assist you with, click the link to DM us your tracking number, phone number and address. .K."
198,205,Que esta pasando con la compaa de y el correo en #PuertoRico que no pueden cumplir con las entregas ,Please DM us your tracking # That way we can get this looked into.
199,206,Also- heyyyy wheres my package? Tracking tells me squat ,"Hey, can you please DM us your tracking number?"
200,207,wym by end of the day,What we help you with. If there is a tracking # related to your question please send a DM.
201,208,HELP A CANADIAN OUT,Hey what is going on? Can you DM us your tracking number?
202,209,Really wonder how couldn't deliver my package even though I've been sitting at home all day and they didn't knock or leave a note. Thx,Please DM us your tracking and contact number via the link so we can look into this for you.
